"Name","Image","Expansion","Variation","Era","Origin","Origin Style","Shot Type","Vibe","Type","","Brains","Brawn","Tongue","Hands","Attack","Defense","Description","Effect","","Action","Backdrop Vibe","Backdrop","Artist","Artist Prompt","","Prompt","Link","Image URL","ID","","","Brains Word","Brawn Word","Tongue Word","Hands Word","","","",""
"Fast Ratfang","","","fast","Intermissional Ages","Secorras Rovers","concrete-collapse pale-rover","","carapaced","cockroach monster","","1","1","0","2","Light","Heavy","","","","","dusty","ruin","Kia Perelo","embroidery artwork on linen, painted on porcelain, in the style of Neverwinter Nights, in the style of Victoria's Secret","","a fast concrete-collapse pale-rover carapaced cockroach monster  in a dusty ruin, stupid, weak, repulsive, crafty, embroidery artwork on linen, painted on porcelain, in the style of Neverwinter Nights, in the style of Victoria's Secret --dd","https://www.midjourney.com/app/jobs/72f8ca18-4d27-4960-bc16-30ec0cde0092/","https://media.discordapp.net/ephemeral-attachments/1010832809402830908/1123934931660316712/acrownofmoths_a_fast_concrete-collapse_pale-rover_carapaced_coc_72f8ca18-4d27-4960-bc16-30ec0cde0092.png","72f8ca18-4d27-4960-bc16-30ec0cde0092","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","repulsive","crafty","","","",""
"Extravagant Gallowhip","","","extravagant","Intermissional Ages","Secorras Rovers","concrete-collapse pale-rover","","horrifying","basilisk","","3","3","0","2","Light","Medium","","","","","","","Alter","B movie, by Yoko Taro, Gravity's Rainbow, mandelbrot, early 3D render, comic book art","","a extravagant concrete-collapse pale-rover horrifying basilisk  in a  , genius, powerful, repulsive, crafty, B movie, by Yoko Taro, Gravity's Rainbow, mandelbrot, early 3D render, comic book art --dd","https://www.midjourney.com/app/jobs/934be21e-8d2e-4c09-8dfd-44dc689fb841/","https://media.discordapp.net/attachments/1010832809402830908/1109258743641813082/motte_a_low_angle_view_of_a_extravagant_concrete-collapse_pale-_934be21e-8d2e-4c09-8dfd-44dc689fb841.png","934be21e-8d2e-4c09-8dfd-44dc689fb841","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","repulsive","crafty","","","",""
"Trotfox","","","","Age of Resurrection","Guardians Temporal","time-punk eco-samaritan","","armed","fox","","2","0","0","3","Light","Medium","","","","","foggy","bridge","Frenya","watercolor, cursed, by Don Bluth, etching, powerful, by Simon Stalenhag","","a  time-punk eco-samaritan armed fox  in a foggy bridge, smart, pathetic, repulsive, skilled, watercolor, cursed, by Don Bluth, etching, powerful, by Simon Stalenhag --dd","https://www.midjourney.com/app/jobs/933f27ea-f537-4f09-8c86-a0648dac473d/","https://media.discordapp.net/attachments/1010678628352262184/1118647369517510787/acrownofmoths_a_time-punk_eco-samaritan_armed_critter_smart_pat_933f27ea-f537-4f09-8c86-a0648dac473d.png","933f27ea-f537-4f09-8c86-a0648dac473d","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","pathetic","repulsive","skilled","","","",""
"Cute Trotfox","","","cute","Age of Resurrection","Guardians Temporal","time-punk eco-samaritan","","armed","critter","","2","0","1","3","Light","Medium","","","","","unassuming","desert","Frenya","watercolor, cursed, by Don Bluth, etching, powerful, by Simon Stalenhag","","a cute time-punk eco-samaritan armed critter  in a unassuming desert, smart, pathetic, embarrassing, skilled, watercolor, cursed, by Don Bluth, etching, powerful, by Simon Stalenhag --dd","https://www.midjourney.com/app/jobs/0d49d4ab-a0db-40de-924a-7c8985862496/","https://media.discordapp.net/attachments/1010678628352262184/1118650599911723078/acrownofmoths_a_cute_time-punk_eco-samaritan_armed_critter_in_a_0d49d4ab-a0db-40de-924a-7c8985862496.png","0d49d4ab-a0db-40de-924a-7c8985862496","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","pathetic","embarrassing","skilled","","","",""
"Neverguard","","","","Age of Resurrection","Heart of Noo","swirl-chrome goth-baroque","","marine","orc","","2","1","2","3","Medium","Light","","","","","impossible","hallway","Cobwob","Juxtapoz dark art, by John Carpenter, by Friedensreich Hundertwasser, ink lineart, by Zdzislaw Beksinski, high definition, expressionism, Devil May Cry","","a  swirl-chrome goth-baroque marine orc  in a impossible hallway, smart, weak, eloquent, skilled, Juxtapoz dark art, by John Carpenter, by Friedensreich Hundertwasser, ink lineart, by Zdzislaw Beksinski, high definition, expressionism, Devil May Cry --dd","https://www.midjourney.com/app/jobs/f503f37a-0f9e-4200-a21e-23b76db8443a/","https://media.discordapp.net/attachments/1010678628352262184/1115099677789007982/motte_a_swirl-chrome_goth-baroque_marine_orc_in_a_impossible_ha_f503f37a-0f9e-4200-a21e-23b76db8443a.png","f503f37a-0f9e-4200-a21e-23b76db8443a","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","eloquent","skilled","","","",""
"Sick Neverguard","","","sick","Age of Resurrection","Heart of Noo","swirl-chrome goth-baroque","","marine","orc","","2","1","2","2","Medium","Light","","","","","impossible","hall","Cobwob","Juxtapoz dark art, by John Carpenter, by Friedensreich Hundertwasser, ink lineart, by Zdzislaw Beksinski, high definition, expressionism, Devil May Cry","","a sick swirl-chrome goth-baroque marine orc  in a impossible hall, smart, weak, eloquent, crafty, Juxtapoz dark art, by John Carpenter, by Friedensreich Hundertwasser, ink lineart, by Zdzislaw Beksinski, high definition, expressionism, Devil May Cry --dd","https://www.midjourney.com/app/jobs/6a82fc3b-b293-47ca-89a6-ca081ee3fb55/","https://media.discordapp.net/attachments/1010678628352262184/1115204428039979169/motte_a_sick_swirl-chrome_goth-baroque_marine_orc_in_a_impossib_6a82fc3b-b293-47ca-89a6-ca081ee3fb55.png","6a82fc3b-b293-47ca-89a6-ca081ee3fb55","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","eloquent","crafty","","","",""
"The Saint Of Memory","","","","Age of Resurrection","New Ares","cyber-utopia time-destruction","","crazy","saint","","0","2","0","3","Light","Heavy","","","","","open","grove","Mothica","by Lora Zombie, kawaii, golden age of cinema, Final Fantasy XV, by Beeple","","a  cyber-utopia time-destruction crazy saint  in a open grove, moronic, strong, repulsive, skilled, by Lora Zombie, kawaii, golden age of cinema, Final Fantasy XV, by Beeple --dd","https://www.midjourney.com/app/jobs/30bab3f1-126d-4e47-a71e-0e78d793615f/","https://media.discordapp.net/attachments/1010832809402830908/1124135203770748938/acrownofmoths_a_cyber-utopia_time-destruction_crazy_saint_in_a__30bab3f1-126d-4e47-a71e-0e78d793615f.png","30bab3f1-126d-4e47-a71e-0e78d793615f","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","strong","repulsive","skilled","","","",""
"Mesmelian Temple Guardian","","","","High Ages","Ancient Mesmele","tropic-goth rag-puppeteer","","heavy","abomination","","2","3","3","0","Light","Light","","","","","squashed","cage","The Fourth","by James Jean, by Ub Iwerks, raytracing","","a  tropic-goth rag-puppeteer heavy abomination  in a squashed cage, smart, powerful, charismatic, useless, by James Jean, by Ub Iwerks, raytracing --dd","https://www.midjourney.com/app/jobs/829ad70a-0fa3-44e4-9c78-8db4c1aa1545/","https://media.discordapp.net/attachments/1010832809402830908/1124851301830893618/acrownofmoths_a_tropic-goth_rag-puppeteer_heavy_abomination_in__829ad70a-0fa3-44e4-9c78-8db4c1aa1545.png","829ad70a-0fa3-44e4-9c78-8db4c1aa1545","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","powerful","charismatic","useless","","","",""
"Wanderer","","","","Age of Resurrection","Vermin","arachnoegg spawn-brood","","wandering","tortoise","","3","1","2","1","Light","Light","","","","","yellow","pond","Kopiko","by Vermeer, diorama, in the style of Morrowind, by Eyvind Earle","","a  arachnoegg spawn-brood wandering tortoise  in a yellow pond, genius, weak, eloquent, clumsy, by Vermeer, diorama, in the style of Morrowind, by Eyvind Earle --dd","https://www.midjourney.com/app/jobs/f315f24c-5464-4805-8007-2d3a4c8df636/","https://media.discordapp.net/attachments/1010832809402830908/1124133069679501332/acrownofmoths_close-up_of_a_arachnoegg_spawn-brood_colossal_tor_f315f24c-5464-4805-8007-2d3a4c8df636.png","f315f24c-5464-4805-8007-2d3a4c8df636","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","eloquent","clumsy","","","",""
"Perpetrator","","","","Intermissional Ages","Children of Zillus","hate-god world-devourer","","extravagant","bearded dragon","","0","3","3","3","Heavy","Light","","","","","imperfect","guild hall","Nala The Golden","by Maria Sibylla Merian, by Austin Briggs, by Jamie Baldridge, by Hajime Sorayama, fine art photography","","a  hate-god world-devourer extravagant bearded dragon  in a imperfect guild hall, moronic, powerful, charismatic, skilled, by Maria Sibylla Merian, by Austin Briggs, by Jamie Baldridge, by Hajime Sorayama, fine art photography --dd","https://www.midjourney.com/app/jobs/c7fc5c2f-0a64-4665-8913-33fed07225a0/","https://media.discordapp.net/attachments/1010832809402830908/1124138100709404702/acrownofmoths_a_hate-god_world-devourer_extravagant_bearded_dra_c7fc5c2f-0a64-4665-8913-33fed07225a0.png","c7fc5c2f-0a64-4665-8913-33fed07225a0","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","charismatic","skilled","","","",""
"Seakitty","","","","Age of Resurrection","Tirn","sea-trash","","jellyfish","cat","","1","0","1","0","Light","Light","","","","","gunky","aquifer","Deb Motterbop","Lowbrow, acid trip, by Lui Liu, Punkrave, by James Jean, unity engine","","a  sea-trash jellyfish cat  in a gunky aquifer, stupid, pathetic, embarrassing, useless, Lowbrow, acid trip, by Lui Liu, Punkrave, by James Jean, unity engine --dd","https://www.midjourney.com/app/jobs/c7109ebd-c041-4edf-b6ae-9ada25add687/","https://media.discordapp.net/attachments/1010678628352262184/1116106791340740740/motte_a_sea-trash_jellyfish_cat_stupid_pathetic_embarrassing_us_c7109ebd-c041-4edf-b6ae-9ada25add687.png","c7109ebd-c041-4edf-b6ae-9ada25add687","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","pathetic","embarrassing","useless","","","",""
"Vibrant Seakitty","","","vibrant","Age of Resurrection","Tirn","sea-trash","","cat-like","jellyfish","","1","0","1","0","Light","Light","","","","","indignant","carnival","Deb Motterbop","Lowbrow, acid trip, by Lui Liu, Punkrave, by James Jean, unity engine","","a vibrant sea-trash cat-like jellyfish  in a indignant carnival, stupid, pathetic, embarrassing, useless, Lowbrow, acid trip, by Lui Liu, Punkrave, by James Jean, unity engine --dd","https://www.midjourney.com/app/jobs/8058a828-a650-4cd9-a650-b5768915e5c3/","https://media.discordapp.net/attachments/1010678628352262184/1116109767606284469/motte_a_vibrant_sea-trash_cat-like_jellyfish_in_a_indignant_car_8058a828-a650-4cd9-a650-b5768915e5c3.png","8058a828-a650-4cd9-a650-b5768915e5c3","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","pathetic","embarrassing","useless","","","",""
"Snap","","","purple","Age of Resurrection","Tirn","sea-trash","","armed","hippo","","1","3","0","1","Heavy","Heavy","","","","","stern","public square","Ghast","pop surrealism, spooky, graphic design, Ragnarok Online, A Nightmare Before Christmas","","a purple sea-trash armed hippo  in a stern public square, stupid, powerful, repulsive, clumsy, pop surrealism, spooky, graphic design, Ragnarok Online, A Nightmare Before Christmas --dd","https://www.midjourney.com/app/jobs/aeaa7f0c-aa3c-43de-aec8-7596f9c5345c/","https://media.discordapp.net/attachments/1010678628352262184/1120296238563205240/acrownofmoths_a_purple_sea-trash_armed_hippo_in_a_stern_public__aeaa7f0c-aa3c-43de-aec8-7596f9c5345c.png","aeaa7f0c-aa3c-43de-aec8-7596f9c5345c","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","powerful","repulsive","clumsy","","","",""
"Cawpaw","","","marine","Age of Resurrection","Alrean Priests","cult-electricity deepsea-priest","long view","unholy","parrot","","3","1","2","0","Light","Light","","","","perching","flaky","city","Aaron Limhop","Juxtapoz dark art, subsurface scattering, by Maya Hayuk, bloom, maximalist, by Sebastian Schrader","","a marine cult-electricity deepsea-priest unholy parrot perching in a flaky city, genius, weak, eloquent, useless, Juxtapoz dark art, subsurface scattering, by Maya Hayuk, bloom, maximalist, by Sebastian Schrader --dd","https://www.midjourney.com/app/jobs/de9edb9e-fe0d-4b66-818a-84ebd7cc0ed1/","https://media.discordapp.net/attachments/1010507570122866760/1109081657463558235/motte_a_long_view_of_a_marine_cult-electricity_deepsea-priest_u_de9edb9e-fe0d-4b66-818a-84ebd7cc0ed1.png","de9edb9e-fe0d-4b66-818a-84ebd7cc0ed1","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","eloquent","useless","","","",""
"Shockwalker","","","","Age of Resurrection","Tifn Scavenger","dark-abyss rust-labyrinth","","electric","zombie","","0","3","0","1","Medium","Medium","","","","","dripping","maintenance shaft","Brenaxis Flok","Genshin Impact, by Marianna Rothen, high poly, copics, artistic, --niji 6","","a  dark-abyss rust-labyrinth electric zombie  in a dripping maintenance shaft, moronic, powerful, repulsive, clumsy, Genshin Impact, by Marianna Rothen, high poly, copics, artistic, --niji 6 --dd","https://www.midjourney.com/app/jobs/c8983b2d-6b48-4af2-94a0-991663e98755/","https://media.discordapp.net/attachments/1010832809402830908/1125018322547785809/acrownofmoths_a_dark-abyss_rust-labyrinth_electricity_zombie_in_c8983b2d-6b48-4af2-94a0-991663e98755.png","c8983b2d-6b48-4af2-94a0-991663e98755","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","clumsy","","","",""
"Shy Shockwalker","","","shy","Age of Resurrection","Tifn Scavenger","dark-abyss rust-labyrinth","","electric","zombie","","0","3","0","1","Medium","Medium","","","","","dilapidated","hallway","Brenaxis Flok","Genshin Impact, by Marianna Rothen, high poly, copics, artistic, --niji 6","","a shy dark-abyss rust-labyrinth electric zombie  in a dilapidated hallway, moronic, powerful, repulsive, clumsy, Genshin Impact, by Marianna Rothen, high poly, copics, artistic, --niji 6 --dd","https://www.midjourney.com/app/jobs/f9f700c1-216f-4cd7-bd16-c6ee1bc2659e/","https://media.discordapp.net/attachments/1010832809402830908/1125019293248147557/acrownofmoths_a_shy_dark-abyss_rust-labyrinth_electric_zombie_i_f9f700c1-216f-4cd7-bd16-c6ee1bc2659e.png","f9f700c1-216f-4cd7-bd16-c6ee1bc2659e","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","clumsy","","","",""
"Troubled Shockwalker","","","troubled","Age of Resurrection","Tifn Scavenger","dark-abyss rust-labyrinth","","electric","zombie","","0","2","0","1","Medium","Medium","","","","","drooping","engine room","Brenaxis Flok","Genshin Impact, by Marianna Rothen, high poly, copics, artistic, --niji 6","","a troubled dark-abyss rust-labyrinth electric zombie  in a drooping engine room, moronic, strong, repulsive, clumsy, Genshin Impact, by Marianna Rothen, high poly, copics, artistic, --niji 6 --dd","https://www.midjourney.com/app/jobs/d28e423b-9b4c-436d-a509-c2d76482beda/","https://media.discordapp.net/attachments/1010832809402830908/1125021251254108201/acrownofmoths_a_troubled_dark-abyss_rust-labyrinth_electric_zom_d28e423b-9b4c-436d-a509-c2d76482beda.png","d28e423b-9b4c-436d-a509-c2d76482beda","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","strong","repulsive","clumsy","","","",""
"Clumsy Shockwalker","","","clumsy","Age of Resurrection","Tifn Scavenger","dark-abyss rust-labyrinth","","electric","zombie","","0","3","0","0","Medium","Medium","","","","","warped","pipe","Brenaxis Flok","Genshin Impact, by Marianna Rothen, high poly, copics, artistic, --niji 6","","a clumsy dark-abyss rust-labyrinth electric zombie  in a warped pipe, moronic, powerful, repulsive, useless, Genshin Impact, by Marianna Rothen, high poly, copics, artistic, --niji 6 --dd","https://www.midjourney.com/app/jobs/e739e2b0-fa08-4d6a-91c5-7fbe01c066ca/","https://media.discordapp.net/attachments/1010832809402830908/1125024594978410506/acrownofmoths_a_clumsy_dark-abyss_rust-labyrinth_electric_zombi_e739e2b0-fa08-4d6a-91c5-7fbe01c066ca.png","e739e2b0-fa08-4d6a-91c5-7fbe01c066ca","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","useless","","","",""
"Embellishment","","","","Age of Resurrection","Tifn Scavenger","dark-abyss rust-labyrinth","","eloquent","siren","","2","1","3","3","Light","Medium","","","","","indignant","ruin","Ori Germoort","in the style of Neill Blomkamp, by Rostarr, medical anatomical illustration, 8k","","a  dark-abyss rust-labyrinth eloquent siren  in a indignant ruin, smart, weak, charismatic, skilled, in the style of Neill Blomkamp, by Rostarr, medical anatomical illustration, 8k --dd","https://www.midjourney.com/app/jobs/9f8953f0-bb28-48a9-837e-ce369246915d/","https://media.discordapp.net/attachments/1010832809402830908/1124162020774776882/acrownofmoths_close-up_of_a_dark-abyss_rust-labyrinth_eloquent__9f8953f0-bb28-48a9-837e-ce369246915d.png","9f8953f0-bb28-48a9-837e-ce369246915d","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","charismatic","skilled","","","",""
"Carapaced Embellishment","","","carapaced","Age of Resurrection","Tifn Scavenger","dark-abyss rust-labyrinth","","eloquent","siren","","2","1","3","3","Light","Medium","","","","","mangled","tomb","Ori Germoort","in the style of Neill Blomkamp, by Rostarr, medical anatomical illustration, 8k","","a carapaced dark-abyss rust-labyrinth eloquent siren  in a mangled tomb, smart, weak, charismatic, skilled, in the style of Neill Blomkamp, by Rostarr, medical anatomical illustration, 8k --dd","https://www.midjourney.com/app/jobs/81ed2381-701e-431d-aebf-f2103c9c5dd8/","https://media.discordapp.net/attachments/1010832809402830908/1124311085743341668/acrownofmoths_a_carapaced_dark-abyss_rust-labyrinth_eloquent_si_81ed2381-701e-431d-aebf-f2103c9c5dd8.png","81ed2381-701e-431d-aebf-f2103c9c5dd8","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","charismatic","skilled","","","",""
"Memoire","","","","Age of Resurrection","Tin'ael","vein-growth gold-frill","bird's eye view","frightening","nobody","","1","3","1","2","Heavy","Heavy","","","","hunting","empty","void","Ares Underground","ACES color space, by Hans Bellmer, minimalist, CGI","","a  vein-growth gold-frill frightening nobody hunting in a empty void, stupid, powerful, embarrassing, crafty, ACES color space, by Hans Bellmer, minimalist, CGI --dd","https://www.midjourney.com/app/jobs/1a89f614-310a-467b-a28d-fad936598972/","https://media.discordapp.net/attachments/1021367214001098843/1130107926279880744/acrownofmoths_a_veinsliver_pulsing_goldgill_frightening_nobody__1a89f614-310a-467b-a28d-fad936598972.png","1a89f614-310a-467b-a28d-fad936598972","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","powerful","embarrassing","crafty","","","",""
"Assistant","","","","Age of Resurrection","Tin'ael","vein-growth gold-frill","low angle view","aggressive","android","","2","2","3","2","Medium","Medium","","","","waiting","perfect","tower","Alter","B movie, by Yoko Taro, Gravity's Rainbow, mandelbrot, early 3D render, comic book art","","a  vein-growth gold-frill aggressive android waiting in a perfect tower, smart, strong, charismatic, crafty, B movie, by Yoko Taro, Gravity's Rainbow, mandelbrot, early 3D render, comic book art --dd","https://www.midjourney.com/app/jobs/497a7906-6426-4bca-8097-1a6fb262e0e1/","https://media.discordapp.net/attachments/1010832809402830908/1109260089132601444/motte_a_low_angle_view_of_a_veingrowth_goldfrill_aggressive_and_497a7906-6426-4bca-8097-1a6fb262e0e1.png","497a7906-6426-4bca-8097-1a6fb262e0e1","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","strong","charismatic","crafty","","","",""
"Seahuahua","","","","Age of Resurrection","Tin'ael","vein-growth gold-frill","","leafy","hound","","1","2","1","1","Light","Light","","","","","venomous","darkness","Stanislaus Munker-Herring","by Gary Baseman, by Ray Caesar, by Alex Grey","","a  vein-growth gold-frill leafy hound  in a venomous darkness, stupid, strong, embarrassing, clumsy, by Gary Baseman, by Ray Caesar, by Alex Grey --dd","https://www.midjourney.com/app/jobs/4195e0d6-3589-4ea1-bfe0-d8cee66d8ccc/","https://media.discordapp.net/attachments/1010832809402830908/1124845305683267594/acrownofmoths_a_vein-growth_gold-frill_leafy_hound_in_a_venomou_4195e0d6-3589-4ea1-bfe0-d8cee66d8ccc.png","4195e0d6-3589-4ea1-bfe0-d8cee66d8ccc","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","strong","embarrassing","clumsy","","","",""
"Reactor Core","","","","Age of Resurrection","Tin'ael","vein-growth gold-frill","","powerful","titan","","2","3","1","3","Heavy","Heavy","","","","","mossy","nuclear reactor","Rem Glorpix","calarts, clay render, by Tim Schafer, by Paul Pope, stop motion plasticine model","","a  vein-growth gold-frill powerful titan  in a mossy nuclear reactor, smart, powerful, embarrassing, skilled, calarts, clay render, by Tim Schafer, by Paul Pope, stop motion plasticine model --dd","https://www.midjourney.com/app/jobs/d553855d-ddd7-473b-abc6-ec3b025becc5/","https://media.discordapp.net/ephemeral-attachments/1010832809402830908/1124485938807054387/acrownofmoths_low_angle_view_of_a_vein-growth_gold-frill_powerf_d553855d-ddd7-473b-abc6-ec3b025becc5.png","d553855d-ddd7-473b-abc6-ec3b025becc5","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","powerful","embarrassing","skilled","","","",""
"Haunt","","","","Intermissional Ages","The Nothings","frost-hell crypto-filth","establishing view","haunting","machine","","3","3","1","2","Medium","Medium","","","","suffering","unhinged","ruin","Borique Boutique","90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty","","a  frost-hell crypto-filth haunting machine suffering in a unhinged ruin, genius, powerful, embarrassing, crafty, 90s, iridescent, by George R. R. Martin, black metal, by Yoshitaka Amano, by Hans Bellmer, Rick and Morty --dd","https://www.midjourney.com/app/jobs/cee47601-3c2a-44c6-b535-7b243b596d29/","https://media.discordapp.net/attachments/1010678628352262184/1115028806583992330/motte_a_establishing_view_of_a_frost-hell_crypto-filth_haunting_cee47601-3c2a-44c6-b535-7b243b596d29.png","cee47601-3c2a-44c6-b535-7b243b596d29","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","embarrassing","crafty","","","",""
"Nestling","","","","Age of Resurrection","Vermin","arachnoegg spawn-brood","","sick","mermaid","","2","1","2","1","Light","Heavy","","","","","astringent","nest","Twinklepitch","in the style of Breath of the Wild, by hellobaby, in the style of Fallout: New Vegas, colored pencils","","a  arachnoegg spawn-brood sick mermaid  in a astringent nest, smart, weak, eloquent, clumsy, in the style of Breath of the Wild, by hellobaby, in the style of Fallout: New Vegas, colored pencils --dd","https://www.midjourney.com/app/jobs/55176dad-cdfb-412c-acbc-4af1a93a445c/","https://media.discordapp.net/attachments/1010832809402830908/1124853552209199205/acrownofmoths_a_arachnoegg_spawn-brood_sick_mermaid_in_a_astrin_55176dad-cdfb-412c-acbc-4af1a93a445c.png","55176dad-cdfb-412c-acbc-4af1a93a445c","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","eloquent","clumsy","","","",""
"Electropriest","","","","Age of Resurrection","Alrean Priests","cult-electricity deepsea-priest","medium view","wounded","android","","3","1","1","1","Medium","Light","","","","fighting","quiet","theatre","Aaron Limhop","Juxtapoz dark art, subsurface scattering, by Maya Hayuk, bloom, maximalist, by Sebastian Schrader","","a  cult-electricity deepsea-priest wounded android fighting in a quiet theatre, genius, weak, embarrassing, clumsy, Juxtapoz dark art, subsurface scattering, by Maya Hayuk, bloom, maximalist, by Sebastian Schrader --dd","https://www.midjourney.com/app/jobs/3c89d4db-dbbc-4aaa-b7a5-11aceceb1172/","https://media.discordapp.net/attachments/1010832809402830908/1109238246552129566/motte_a_medium_view_of_a_cult-electricity_deepsea-priest_wounde_3c89d4db-dbbc-4aaa-b7a5-11aceceb1172.png","3c89d4db-dbbc-4aaa-b7a5-11aceceb1172","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","embarrassing","clumsy","","","",""
"Herbivorous Electropriest","","","herbivorous","Age of Resurrection","Alrean Priests","cult-electricity deepsea-priest","","wounded","android","","3","1","1","1","Medium","Light","","","","","","","Aaron Limhop","Juxtapoz dark art, subsurface scattering, by Maya Hayuk, bloom, maximalist, by Sebastian Schrader","","a herbivorous cult-electricity deepsea-priest wounded android  in a  , genius, weak, embarrassing, clumsy, Juxtapoz dark art, subsurface scattering, by Maya Hayuk, bloom, maximalist, by Sebastian Schrader --dd","https://www.midjourney.com/app/jobs/b2ace9df-86fc-49ca-a763-27209e7ab17b/","https://media.discordapp.net/attachments/1010832809402830908/1109239638696144946/motte_a_medium_view_of_a_herbivorous_cult-electricity_deepsea-p_b2ace9df-86fc-49ca-a763-27209e7ab17b.png","b2ace9df-86fc-49ca-a763-27209e7ab17b","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","embarrassing","clumsy","","","",""
